DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Servicio doméstico,2. Empleada(o) u obrera(o),3. Cuenta propia,4. Patrón(a) o empleador(a),5. Trabajador(a) familiar,9. Ignorado,0. __mv__,0. __na__,
78021. Güer Aike,3. Varón,32885,171,22448,6568,1454,880,1364,,28542,
78021. Güer Aike,4. Varón trans/masculinidad trans,90,3,62,16,3,3,3,,224,
78021. Güer Aike,5. No binario,60,3,35,14,3,1,4,,104,
78021. Güer Aike,6. Otra identidad/ninguna de las anteriores,38,2,24,9,2,,1,,99,
78021. Güer Aike,7. Prefiero no contestar,121,5,76,14,3,2,21,,166,
78021. Güer Aike,9. Ignorado,2334,70,1360,584,132,83,105,,8675,
78028. Lago Argentino,0. __tot__,12981,662,8045,2934,596,302,442,,12403,
78028. Lago Argentino,1. Mujer,5829,610,3554,1148,221,126,170,,5938,
78028. Lago Argentino,2. Mujer trans/travesti,7,,6,1,,,,,32,
78028. Lago Argentino,3. Varón,6659,29,4236,1644,348,163,239,,4876,
78028. Lago Argentino,4. Varón trans/masculinidad trans,18,,11,4,1,,2,,45,
78028. Lago Argentino,5. No binario,17,1,9,2,2,1,2,,23,
78028. Lago Argentino,6. Otra identidad/ninguna de las anteriores,4,,2,2,,,,,20,
78028. Lago Argentino,7. Prefiero no contestar,47,,17,15,1,4,10,,32,
78028. Lago Argentino,9. Ignorado,400,22,210,118,23,8,19,,1437,
78035. Lago Buenos Aires,0. __tot__,6430,316,4326,1148,216,176,248,,6154,
78035. Lago Buenos Aires,1. Mujer,2889,296,1925,410,77,70,111,,2983,
78035. Lago Buenos Aires,2. Mujer trans/travesti,6,,6,,,,,,17,
78035. Lago Buenos Aires,3. Varón,3384,13,2301,703,136,100,131,,2565,
78035. Lago Buenos Aires,4. Varón trans/masculinidad trans,3,1,1,1,,,,,21,
78035. Lago Buenos Aires,5. No binario,5,,3,2,,,,,6,
78035. Lago Buenos Aires,6. Otra identidad/ninguna de las anteriores,3,1,2,,,,,,10,
78035. Lago Buenos Aires,7. Prefiero no contestar,17,1,9,3,,1,3,,20,
78035. Lago Buenos Aires,9. Ignorado,123,4,79,29,3,5,3,,532,
78042. Magallanes,0. __tot__,6328,409,4204,1037,281,181,216,,6500,
78042. Magallanes,1. Mujer,2695,366,1701,363,93,73,99,,3221,
78042. Magallanes,2. Mujer trans/travesti,5,1,3,1,,,,,3,
78042. Magallanes,3. Varón,3382,30,2347,631,168,101,105,,2515,
78042. Magallanes,4. Varón trans/masculinidad trans,2,1,1,,,,,,14,
78042. Magallanes,5. No binario,2,,2,,,,,,9,
78042. Magallanes,6. Otra identidad/ninguna de las anteriores,4,,3,,1,,,,2,
78042. Magallanes,7. Prefiero no contestar,9,,4,3,,2,,,10,
78042. Magallanes,9. Ignorado,229,11,143,39,19,5,12,,726,
78049. Río Chico,0. __tot__,3084,168,2022,509,104,111,170,,3187,
78049. Río Chico,1. Mujer,1332,149,847,185,30,49,72,,1513,
78049. Río Chico,2. Mujer trans/travesti,,,,,,,,,7,
78049. Río Chico,3. Varón,1542,13,1040,284,65,50,90,,1209,
78049. Río Chico,4. Varón trans/masculinidad trans,12,,8,3,,,1,,15,
78049. Río Chico,5. No binario,4,,2,1,,,1,,1,
78049. Río Chico,6. Otra identidad/ninguna de las anteriores,2,,1,,,1,,,8,
78049. Río Chico,7. Prefiero no contestar,7,,4,1,1,1,,,14,
78049. Río Chico,9. Ignorado,185,6,120,35,8,10,6,,420,
82007. Belgrano,0. __tot__,24687,2397,12596,6469,1714,775,736,,23857,
82007. Belgrano,1. Mujer,9911,2247,4078,2506,436,309,335,,12907,
82007. Belgrano,2. Mujer trans/travesti,14,,9,5,,,,,26,
82007. Belgrano,3. Varón,13403,50,7755,3598,1205,437,358,,8582,
82007. Belgrano,4. Varón trans/masculinidad trans,19,,12,6,,,1,,34,
82007. Belgrano,5. No binario,4,,2,2,,,,,5,
82007. Belgrano,6. Otra identidad/ninguna de las anteriores,2,,1,1,,,,,15,
82007. Belgrano,7. Prefiero no contestar,31,,11,12,2,,6,,23,
82007. Belgrano,9. Ignorado,1303,100,728,339,71,29,36,,2265,
82014. Caseros,0. __tot__,43079,3692,20325,13280,3078,1365,1339,,43182,
82014. Caseros,1. Mujer,18124,3504,7500,5087,781,619,633,,24161,
82014. Caseros,2. Mujer trans/travesti,32,5,18,8,,,1,,52,
82014. Caseros,3. Varón,23764,75,12273,7821,2226,705,664,,16069,
82014. Caseros,4. Varón trans/masculinidad trans,30,,14,10,3,,3,,42,
82014. Caseros,5. No binario,17,1,8,5,2,1,,,10,
82014. Caseros,6. Otra identidad/ninguna de las anteriores,11,3,5,3,,,,,13,
82014. Caseros,7. Prefiero no contestar,38,3,14,12,3,1,5,,47,
82014. Caseros,9. Ignorado,1063,101,493,334,63,39,33,,2788,
82021. Castellanos,0. __tot__,94961,8973,51116,23825,5494,2711,2842,,94503,
82021. Castellanos,1. Mujer,40415,8619,18290,9603,1395,1218,1290,,51706,
82021. Castellanos,2. Mujer trans/travesti,67,7,40,9,5,2,4,,88,
82021. Castellanos,3. Varón,52002,159,31473,13557,3955,1425,1433,,36037,
82021. Castellanos,4. Varón trans/masculinidad trans,53,3,31,13,4,2,,,59,
82021. Castellanos,5. No binario,28,,10,14,,3,1,,27,
82021. Castellanos,6. Otra identidad/ninguna de las anteriores,24,3,11,8,,1,1,,26,
82021. Castellanos,7. Prefiero no contestar,94,4,36,35,5,2,12,,113,
82021. Castellanos,9. Ignorado,2278,178,1225,586,130,58,101,,6447,
82028. Constitución,0. __tot__,41891,3337,21372,11951,2412,1345,1474,,51109,
82028. Constitución,1. Mujer,17026,3129,7376,4686,639,530,666,,27414,
82028. Constitución,2. Mujer trans/travesti,48,3,28,15,,1,1,,80,
82028. Constitución,3. Varón,23110,113,13140,6729,1656,756,716,,18858,
82028. Constitución,4. Varón trans/masculinidad trans,33,,15,9,6,2,1,,66,
82028. Constitución,5. No binario,18,,4,9,2,1,2,,32,
82028. Constitución,6. Otra identidad/ninguna de las anteriores,20,1,12,5,1,,1,,64,
82028. Constitución,7. Prefiero no contestar,53,2,25,16,1,1,8,,78,
82028. Constitución,9. Ignorado,1583,89,772,482,107,54,79,,4517,
82035. Garay,0. __tot__,10994,827,5210,3306,519,541,591,,13859,
82035. Garay,1. Mujer,4234,746,1914,1042,115,175,242,,7283,
82035. Garay,2. Mujer trans/travesti,19,,7,8,1,,3,,11,
82035. Garay,3. Varón,6048,38,2973,2029,377,325,306,,5064,
82035. Garay,4. Varón trans/masculinidad trans,4,1,1,2,,,,,8,
82035. Garay,5. No binario,2,,1,,,1,,,2,
82035. Garay,6. Otra identidad/ninguna de las anteriores,,,,,,,,,7,
82035. Garay,7. Prefiero no contestar,11,,6,5,,,,,9,
82035. Garay,9. Ignorado,676,42,308,220,26,40,40,,1475,
82042. General López,0. __tot__,99894,8499,49225,29442,6439,3190,3099,,100561,
82042. General López,1. Mujer,42313,8085,18039,11627,1724,1426,1412,,55872,
82042. General López,2. Mujer trans/travesti,78,12,32,21,7,1,5,,126,
82042. General López,3. Varón,55184,238,30044,17132,4561,1689,1520,,38055,
82042. General López,4. Varón trans/masculinidad trans,69,1,41,16,8,2,1,,72,
82042. General López,5. No binario,30,1,10,9,3,4,3,,43,
82042. General López,6. Otra identidad/ninguna de las anteriores,19,1,11,6,,,1,,40,
82042. General López,7. Prefiero no contestar,114,2,46,41,6,5,14,,108,
82042. General López,9. Ignorado,2087,159,1002,590,130,63,143,,6245,
82049. General Obligado,0. __tot__,83686,7578,40791,24091,4250,2654,4322,,113847,
82049. General Obligado,1. Mujer,31991,6771,13273,7995,1088,973,1891,,59288,
82049. General Obligado,2. Mujer trans/travesti,78,9,33,25,4,1,6,,163,
82049. General Obligado,3. Varón,44657,250,24270,13766,2792,1459,2120,,40816,
82049. General Obligado,4. Varón trans/masculinidad trans,70,5,30,26,2,3,4,,123,
82049. General Obligado,5. No binario,34,2,10,17,2,1,2,,36,
82049. General Obligado,6. Otra identidad/ninguna de las anteriores,46,,23,14,4,5,,,76,
82049. General Obligado,7. Prefiero no contestar,98,8,37,32,8,4,9,,122,
82049. General Obligado,9. Ignorado,6712,533,3115,2216,350,208,290,,13223,
82056. Iriondo,0. __tot__,35779,3061,17898,10228,2306,1149,1137,,37857,
82056. Iriondo,1. Mujer,14859,2844,6488,3888,591,525,523,,20485,
82056. Iriondo,2. Mujer trans/travesti,27,3,14,7,2,1,,,48,
82056. Iriondo,3. Varón,19255,77,10598,5847,1603,575,555,,13916,
82056. Iriondo,4. Varón trans/masculinidad trans,19,,6,10,3,,,,41,
82056. Iriondo,5. No binario,6,1,3,1,1,,,,17,
82056. Iriondo,6. Otra identidad/ninguna de las anteriores,17,1,8,7,,1,,,28,
82056. Iriondo,7. Prefiero no contestar,40,4,17,16,,1,2,,28,
82056. Iriondo,9. Ignorado,1556,131,764,452,106,46,57,,3294,
82063. La Capital,0. __tot__,262782,19737,134250,79501,12570,6507,10217,,305477,
82063. La Capital,1. Mujer,115437,18146,54872,30962,3849,2917,4691,,158422,
82063. La Capital,2. Mujer trans/travesti,278,34,100,113,14,4,13,,471,
82063. La Capital,3. Varón,134131,664,73425,43950,8019,3204,4869,,112826,
82063. La Capital,4. Varón trans/masculinidad trans,276,6,129,104,11,11,15,,594,
82063. La Capital,5. No binario,289,12,117,127,12,11,10,,370,
82063. La Capital,6. Otra identidad/ninguna de las anteriores,178,4,83,69,5,6,11,,398,
82063. La Capital,7. Prefiero no contestar,508,20,234,167,17,8,62,,606,
82063. La Capital,9. Ignorado,11685,851,5290,4009,643,346,546,,31790,
82070. Las Colonias,0. __tot__,56700,5072,29372,14943,3600,1895,1818,,58030,
82070. Las Colonias,1. Mujer,23516,4848,10048,6022,940,819,839,,31653,
82070. Las Colonias,2. Mujer trans/travesti,41,6,17,11,5,1,1,,72,
82070. Las Colonias,3. Varón,31445,123,18453,8458,2533,1007,871,,21769,
82070. Las Colonias,4. Varón trans/masculinidad trans,40,,25,9,3,1,2,,71,
82070. Las Colonias,5. No binario,17,,7,7,1,1,1,,45,
82070. Las Colonias,6. Otra identidad/ninguna de las anteriores,8,,3,4,,1,,,29,
82070. Las Colonias,7. Prefiero no contestar,82,2,40,25,2,1,12,,76,
82070. Las Colonias,9. Ignorado,1551,93,779,407,116,64,92,,4315,
82077. 9 de Julio,0. __tot__,13897,1320,7060,3593,719,552,653,,17045,
82077. 9 de Julio,1. Mujer,5293,1242,2182,1187,168,208,306,,9531,
82077. 9 de Julio,2. Mujer trans/travesti,24,6,8,9,,,1,,21,
82077. 9 de Julio,3. Varón,8141,37,4645,2282,525,325,327,,6325,
82077. 9 de Julio,4. Varón trans/masculinidad trans,13,,7,4,,1,1,,5,
82077. 9 de Julio,5. No binario,2,,,2,,,,,4,
82077. 9 de Julio,6. Otra identidad/ninguna de las anteriores,3,,1,1,1,,,,6,
82077. 9 de Julio,7. Prefiero no contestar,11,1,3,6,,,1,,11,
82077. 9 de Julio,9. Ignorado,410,34,214,102,25,18,17,,1142,
82084. Rosario,0. __tot__,642072,44604,329317,193077,34573,15771,24730,,695886,
82084. Rosario,1. Mujer,278727,41327,129006,78949,10658,7194,11593,,368008,
82084. Rosario,2. Mujer trans/travesti,655,79,281,202,39,20,34,,935,
82084. Rosario,3. Varón,333340,1421,186216,104694,21969,7776,11264,,253540,
82084. Rosario,4. Varón trans/masculinidad trans,636,9,332,205,52,18,20,,1047,
82084. Rosario,5. No binario,653,25,322,250,20,13,23,,592,
82084. Rosario,6. Otra identidad/ninguna de las anteriores,373,10,175,142,19,10,17,,547,
82084. Rosario,7. Prefiero no contestar,1237,33,585,394,54,22,149,,1302,
82084. Rosario,9. Ignorado,26451,1700,12400,8241,1762,718,1630,,69915,
82091. San Cristóbal,0. __tot__,35483,3587,17914,8906,2475,1440,1161,,37110,
82091. San Cristóbal,1. Mujer,14046,3302,5879,3209,568,596,492,,20132,
82091. San Cristóbal,2. Mujer trans/travesti,39,10,17,4,5,3,,,47,
82091. San Cristóbal,3. Varón,18882,88,10601,5146,1688,761,598,,13304,
82091. San Cristóbal,4. Varón trans/masculinidad trans,32,1,23,5,2,,1,,46,
82091. San Cristóbal,5. No binario,10,2,4,3,,1,,,16,
82091. San Cristóbal,6. Otra identidad/ninguna de las anteriores,11,1,5,4,,1,,,14,
82091. San Cristóbal,7. Prefiero no contestar,24,3,12,5,1,1,2,,14,
82091. San Cristóbal,9. Ignorado,2439,180,1373,530,211,77,68,,3537,
82098. San Javier,0. __tot__,14368,1284,6767,4355,677,574,711,,18812,
82098. San Javier,1. Mujer,5574,1165,2376,1360,181,201,291,,10024,
82098. San Javier,2. Mujer trans/travesti,19,5,9,3,1,,1,,28,
82098. San Javier,3. Varón,8097,49,4070,2776,473,345,384,,6988,
82098. San Javier,4. Varón trans/masculinidad trans,12,,7,5,,,,,19,
82098. San Javier,5. No binario,3,,1,1,1,,,,8,
82098. San Javier,6. Otra identidad/ninguna de las anteriores,6,,2,3,1,,,,11,
82098. San Javier,7. Prefiero no contestar,13,,6,5,,,2,,22,
82098. San Javier,9. Ignorado,644,65,296,202,20,28,33,,1712,
82105. San Jerónimo,0. __tot__,39130,3445,20086,10906,2133,1238,1322,,45487,
82105. San Jerónimo,1. Mujer,15817,3184,6995,3973,579,500,586,,24426,
82105. San Jerónimo,2. Mujer trans/travesti,37,8,17,9,,1,2,,63,
82105. San Jerónimo,3. Varón,21502,115,12167,6417,1465,671,667,,16624,
82105. San Jerónimo,4. Varón trans/masculinidad trans,42,3,20,12,5,1,1,,42,
82105. San Jerónimo,5. No binario,12,1,3,6,,1,1,,26,
82105. San Jerónimo,6. Otra identidad/ninguna de las anteriores,14,2,9,2,,1,,,49,
82105. San Jerónimo,7. Prefiero no contestar,50,3,24,14,2,1,6,,49,
82105. San Jerónimo,9. Ignorado,1656,129,851,473,82,62,59,,4208,
82112. San Justo,0. __tot__,21019,2063,10338,5808,1336,669,805,,25467,
82112. San Justo,1. Mujer,8189,1798,3465,2025,301,260,340,,13402,
82112. San Justo,2. Mujer trans/travesti,19,4,9,4,1,,1,,50,
82112. San Justo,3. Varón,11209,46,6094,3354,928,382,405,,9029,
82112. San Justo,4. Varón trans/masculinidad trans,15,1,7,3,2,,2,,36,
82112. San Justo,5. No binario,3,2,1,,,,,,6,
82112. San Justo,6. Otra identidad/ninguna de las anteriores,9,,5,4,,,,,23,
82112. San Justo,7. Prefiero no contestar,21,,16,1,2,1,1,,20,
82112. San Justo,9. Ignorado,1554,212,741,417,102,26,56,,2901,
82119. San Lorenzo,0. __tot__,90284,6401,48935,24689,4810,2295,3154,,103502,
82119. San Lorenzo,1. Mujer,37097,5960,16454,10710,1409,1071,1493,,56754,
82119. San Lorenzo,2. Mujer trans/travesti,72,5,43,14,5,1,4,,135,
82119. San Lorenzo,3. Varón,49962,224,30800,13081,3234,1154,1469,,38654,
82119. San Lorenzo,4. Varón trans/masculinidad trans,73,2,40,23,3,2,3,,136,
82119. San Lorenzo,5. No binario,39,2,15,20,,1,1,,53,
82119. San Lorenzo,6. Otra identidad/ninguna de las anteriores,18,,15,2,,,1,,53,
82119. San Lorenzo,7. Prefiero no contestar,113,1,60,30,6,3,13,,149,
82119. San Lorenzo,9. Ignorado,2910,207,1508,809,153,63,170,,7568,
82126. San Martín,0. __tot__,33935,3472,16598,9402,2395,1094,974,,33364,
82126. San Martín,1. Mujer,14133,3280,5714,3621,578,493,447,,18266,
82126. San Martín,2. Mujer trans/travesti,23,4,7,10,1,,1,,51,
82126. San Martín,3. Varón,18472,78,10233,5421,1715,561,464,,12422,
82126. San Martín,4. Varón trans/masculinidad trans,23,1,14,3,3,2,,,44,
82126. San Martín,5. No binario,11,1,2,6,2,,,,19,
82126. San Martín,6. Otra identidad/ninguna de las anteriores,9,1,3,3,1,1,,,13,
82126. San Martín,7. Prefiero no contestar,42,2,17,12,6,3,2,,40,
82126. San Martín,9. Ignorado,1222,105,608,326,89,34,60,,2509,
82133. Vera,0. __tot__,22636,1958,10930,6559,1118,843,1228,,32827,
82133. Vera,1. Mujer,8439,1741,3607,2001,261,304,525,,17157,
82133. Vera,2. Mujer trans/travesti,19,2,13,3,,1,,,40,
82133. Vera,3. Varón,12117,81,6285,3907,753,465,626,,11701,
82133. Vera,4. Varón trans/masculinidad trans,15,,8,4,,2,1,,26,
82133. Vera,5. No binario,9,,6,3,,,,,9,
82133. Vera,6. Otra identidad/ninguna de las anteriores,8,,4,2,,1,1,,16,
82133. Vera,7. Prefiero no contestar,25,1,14,8,,,2,,36,
82133. Vera,9. Ignorado,2004,133,993,631,104,70,73,,3842,
86007. Aguirre,0. __tot__,3658,337,1758,1162,117,162,122,,5301,
86007. Aguirre,1. Mujer,1339,306,522,373,37,57,44,,2822,
86007. Aguirre,2. Mujer trans/travesti,2,,2,,,,,,17,
86007. Aguirre,3. Varón,2214,21,1187,757,78,98,73,,1919,
86007. Aguirre,4. Varón trans/masculinidad trans,3,,2,,,,1,,19,
86007. Aguirre,5. No binario,2,,1,1,,,,,5,
86007. Aguirre,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,5,
86007. Aguirre,7. Prefiero no contestar,1,,,1,,,,,8,
86007. Aguirre,9. Ignorado,96,10,43,30,2,7,4,,506,
86014. Alberdi,0. __tot__,7323,542,2747,3217,188,286,343,,12781,
86014. Alberdi,1. Mujer,2224,488,748,680,55,105,148,,7033,
86014. Alberdi,2. Mujer trans/travesti,4,,1,2,,1,,,9,
86014. Alberdi,3. Varón,4783,37,1884,2392,125,164,181,,4848,
86014. Alberdi,4. Varón trans/masculinidad trans,3,,2,1,,,,,9,
86014. Alberdi,5. No binario,,,,,,,,,5,
86014. Alberdi,6. Otra identidad/ninguna de las anteriores,,,,,,,,,9,
86014. Alberdi,7. Prefiero no contestar,6,1,3,2,,,,,7,
86014. Alberdi,9. Ignorado,303,16,109,140,8,16,14,,861,
86021. Atamisqui,0. __tot__,3501,269,1405,1403,83,194,147,,11393,
86021. Atamisqui,1. Mujer,1273,241,396,484,22,67,63,,5642,
86021. Atamisqui,2. Mujer trans/travesti,5,,1,4,,,,,22,
86021. Atamisqui,3. Varón,2127,25,962,884,55,119,82,,4909,
86021. Atamisqui,4. Varón trans/masculinidad trans,2,,2,,,,,,18,
86021. Atamisqui,5. No binario,,,,,,,,,4,
86021. Atamisqui,6. Otra identidad/ninguna de las anteriores,1,,,1,,,,,8,
86021. Atamisqui,7. Prefiero no contestar,1,,1,,,,,,13,
86021. Atamisqui,9. Ignorado,92,3,43,30,6,8,2,,777,
86028. Avellaneda,0. __tot__,8383,658,2913,3743,199,502,368,,17079,
86028. Avellaneda,1. Mujer,2806,583,878,986,52,145,162,,8948,
86028. Avellaneda,2. Mujer trans/travesti,6,2,1,3,,,,,17,
86028. Avellaneda,3. Varón,5283,57,1936,2621,142,336,191,,6633,
86028. Avellaneda,4. Varón trans/masculinidad trans,3,1,1,,,1,,,35,
86028. Avellaneda,5. No binario,2,,2,,,,,,11,
86028. Avellaneda,6. Otra identidad/ninguna de las anteriores,1,,,1,,,,,6,
86028. Avellaneda,7. Prefiero no contestar,7,,2,4,,,1,,9,
86028. Avellaneda,9. Ignorado,275,15,93,128,5,20,14,,1420,
86035. Banda,0. __tot__,68108,5202,32586,23271,2130,2124,2795,,102293,
86035. Banda,1. Mujer,27164,4744,11618,8003,654,846,1299,,54008,
86035. Banda,2. Mujer trans/travesti,74,11,31,26,1,3,2,,153,
86035. Banda,3. Varón,37997,238,19642,14187,1373,1190,1367,,38105,
86035. Banda,4. Varón trans/masculinidad trans,63,2,30,21,4,5,1,,147,
86035. Banda,5. No binario,16,1,8,4,,2,1,,54,
86035. Banda,6. Otra identidad/ninguna de las anteriores,20,,11,7,1,,1,,50,
86035. Banda,7. Prefiero no contestar,48,2,19,12,3,3,9,,78,
86035. Banda,9. Ignorado,2726,204,1227,1011,94,75,115,,9698,
86042. Belgrano,0. __tot__,5004,475,2325,1494,263,218,229,,5805,
86042. Belgrano,1. Mujer,1897,440,672,533,59,93,100,,3042,
86042. Belgrano,2. Mujer trans/travesti,6,2,3,1,,,,,20,
86042. Belgrano,3. Varón,2910,18,1562,908,197,105,120,,2036,
86042. Belgrano,4. Varón trans/masculinidad trans,8,,4,3,1,,,,17,
86042. Belgrano,5. No binario,2,,2,,,,,,15,
86042. Belgrano,6. Otra identidad/ninguna de las anteriores,3,,2,1,,,,,13,
86042. Belgrano,7. Prefiero no contestar,6,,5,1,,,,,15,
86042. Belgrano,9. Ignorado,172,15,75,47,6,20,9,,647,
86049. Capital,0. __tot__,148430,11831,73600,46748,5617,3998,6636,,180394,
86049. Capital,1. Mujer,64023,10702,29131,17240,1894,1846,3210,,92981,
86049. Capital,2. Mujer trans/travesti,176,17,84,58,5,4,8,,224,
86049. Capital,3. Varón,75833,480,40461,26484,3369,1956,3083,,65639,
86049. Capital,4. Varón trans/masculinidad trans,158,2,71,60,9,5,11,,261,
86049. Capital,5. No binario,80,3,40,32,3,1,1,,153,
86049. Capital,6. Otra identidad/ninguna de las anteriores,54,1,29,16,3,1,4,,161,
86049. Capital,7. Prefiero no contestar,155,7,68,54,6,5,15,,230,
86049. Capital,9. Ignorado,7951,619,3716,2804,328,180,304,,20745,
86056. Copo,0. __tot__,13899,1036,5485,5557,329,790,702,,21754,
86056. Copo,1. Mujer,4801,922,1715,1464,85,294,321,,11768,
86056. Copo,2. Mujer trans/travesti,15,1,6,4,2,,2,,24,
86056. Copo,3. Varón,8616,83,3610,3853,238,466,366,,8519,
86056. Copo,4. Varón trans/masculinidad trans,12,,6,6,,,,,16,
86056. Copo,5. No binario,1,,1,,,,,,4,
86056. Copo,6. Otra identidad/ninguna de las anteriores,3,,2,1,,,,,5,
86056. Copo,7. Prefiero no contestar,11,3,4,2,,2,,,2,
86056. Copo,9. Ignorado,440,27,141,227,4,28,13,,1416,
86063. Choya,0. __tot__,16662,1306,8190,5547,494,450,675,,27030,
86063. Choya,1. Mujer,6515,1186,2987,1691,165,169,317,,14073,
86063. Choya,2. Mujer trans/travesti,15,3,3,8,,1,,,39,
86063. Choya,3. Varón,9433,85,4879,3586,309,260,314,,10359,
86063. Choya,4. Varón trans/masculinidad trans,17,1,8,5,1,,2,,31,
86063. Choya,5. No binario,3,,1,,,,2,,11,
86063. Choya,6. Otra identidad/ninguna de las anteriores,7,,3,4,,,,,11,
86063. Choya,7. Prefiero no contestar,11,,4,3,,2,2,,19,
86063. Choya,9. Ignorado,661,31,305,250,19,18,38,,2487,
86070. Figueroa,0. __tot__,6175,487,2037,2961,100,334,256,,14071,
86070. Figueroa,1. Mujer,1749,415,551,582,23,73,105,,7407,
86070. Figueroa,2. Mujer trans/travesti,4,,1,3,,,,,11,
86070. Figueroa,3. Varón,4111,48,1398,2217,71,238,139,,5466,
86070. Figueroa,4. Varón trans/masculinidad trans,,,,,,,,,11,
86070. Figueroa,5. No binario,,,,,,,,,5,
86070. Figueroa,6. Otra identidad/ninguna de las anteriores,2,1,,,,1,,,7,
86070. Figueroa,7. Prefiero no contestar,6,1,2,2,,,1,,23,
86070. Figueroa,9. Ignorado,303,22,85,157,6,22,11,,1141,
86077. General Taboada,0. __tot__,17162,1441,7182,6323,587,795,834,,29142,
86077. General Taboada,1. Mujer,6105,1307,2172,1836,165,247,378,,15338,
86077. General Taboada,2. Mujer trans/travesti,20,4,8,7,,1,,,47,
86077. General Taboada,3. Varón,10228,76,4680,4150,398,510,414,,10883,
86077. General Taboada,4. Varón trans/masculinidad trans,11,1,3,5,,1,1,,71,
86077. General Taboada,5. No binario,4,,3,1,,,,,18,
86077. General Taboada,6. Otra identidad/ninguna de las anteriores,7,1,2,4,,,,,23,
86077. General Taboada,7. Prefiero no contestar,8,,1,6,,,1,,34,
86077. General Taboada,9. Ignorado,779,52,313,314,24,36,40,,2728,
86084. Guasayán,0. __tot__,2934,278,1210,1149,60,108,129,,6317,
86084. Guasayán,1. Mujer,1003,236,351,305,12,39,60,,3110,
86084. Guasayán,2. Mujer trans/travesti,3,,,2,,,1,,14,
86084. Guasayán,3. Varón,1780,27,802,775,46,65,65,,2402,
86084. Guasayán,4. Varón trans/masculinidad trans,9,2,3,3,,,1,,30,
86084. Guasayán,5. No binario,2,1,,1,,,,,4,
86084. Guasayán,6. Otra identidad/ninguna de las anteriores,,,,,,,,,1,
86084. Guasayán,7. Prefiero no contestar,2,,1,,,1,,,1,
86084. Guasayán,9. Ignorado,135,12,53,63,2,3,2,,755,
86091. Jiménez,0. __tot__,5843,488,2858,1911,108,219,259,,12779,
86091. Jiménez,1. Mujer,1868,455,616,582,26,68,121,,6847,
86091. Jiménez,2. Mujer trans/travesti,7,2,,5,,,,,20,
86091. Jiménez,3. Varón,3731,25,2115,1241,77,145,128,,5014,
86091. Jiménez,4. Varón trans/masculinidad trans,3,,2,1,,,,,8,
86091. Jiménez,5. No binario,,,,,,,,,2,
86091. Jiménez,6. Otra identidad/ninguna de las anteriores,,,,,,,,,5,
86091. Jiménez,7. Prefiero no contestar,2,,,1,,,1,,5,
86091. Jiménez,9. Ignorado,232,6,125,81,5,6,9,,878,
86098. Juan Felipe Ibarra,0. __tot__,6682,585,2738,2658,183,231,287,,13885,
86098. Juan Felipe Ibarra,1. Mujer,2066,506,648,653,37,82,140,,7529,
86098. Juan Felipe Ibarra,2. Mujer trans/travesti,6,,2,3,,1,,,12,
